state,county,type,conf,delta
Texas,Zavala,retail_rec,0,-49.0
Texas,Zavala,groc_pharm,1,-25.0
Texas,Zavala,parks,0,
Texas,Zavala,transit,0,
Texas,Zavala,work,0,-31.0
Texas,Zavala,home,0,
Utah,Beaver,retail_rec,0,-58.0
Utah,Beaver,groc_pharm,0,
Utah,Beaver,parks,0,
Utah,Beaver,transit,1,-26.0
Utah,Beaver,work,0,-23.0
Utah,Beaver,home,0,
Utah,Box Elder,retail_rec,1,-28.0
Utah,Box Elder,groc_pharm,1,-24.0
Utah,Box Elder,parks,0,13.0
Utah,Box Elder,transit,1,-5.0
Utah,Box Elder,work,1,-36.0
Utah,Box Elder,home,0,15.0
Utah,Cache,retail_rec,1,-33.0
Utah,Cache,groc_pharm,1,-3.0
Utah,Cache,parks,0,66.0
Utah,Cache,transit,0,-7.0
Utah,Cache,work,1,-39.0
Utah,Cache,home,1,10.0
Utah,Carbon,retail_rec,1,-22.0
Utah,Carbon,groc_pharm,0,2.0
Utah,Carbon,parks,0,
Utah,Carbon,transit,0,
Utah,Carbon,work,1,-30.0
Utah,Carbon,home,0,
Utah,Davis,retail_rec,1,-39.0
Utah,Davis,groc_pharm,1,-1.0
Utah,Davis,parks,1,48.0
Utah,Davis,transit,1,-15.0
Utah,Davis,work,1,-41.0
Utah,Davis,home,1,10.0
Utah,Duchesne,retail_rec,1,-25.0
Utah,Duchesne,groc_pharm,1,1.0
Utah,Duchesne,parks,0,
Utah,Duchesne,transit,0,
Utah,Duchesne,work,0,-11.0
Utah,Duchesne,home,0,
Utah,Emery,retail_rec,0,-45.0
Utah,Emery,groc_pharm,0,6.0
Utah,Emery,parks,0,
Utah,Emery,transit,0,
Utah,Emery,work,0,-16.0
Utah,Emery,home,0,
Utah,Garfield,retail_rec,0,
Utah,Garfield,groc_pharm,0,
Utah,Garfield,parks,0,13.0
Utah,Garfield,transit,0,
Utah,Garfield,work,0,
Utah,Garfield,home,0,
Utah,Grand,retail_rec,1,-48.0
Utah,Grand,groc_pharm,1,-1.0
Utah,Grand,parks,0,-18.0
Utah,Grand,transit,0,
Utah,Grand,work,0,-22.0
Utah,Grand,home,0,
Utah,Iron,retail_rec,1,-43.0
Utah,Iron,groc_pharm,1,-49.0
Utah,Iron,parks,0,
Utah,Iron,transit,1,-16.0
Utah,Iron,work,1,-38.0
Utah,Iron,home,0,16.0
Utah,Juab,retail_rec,0,-32.0
Utah,Juab,groc_pharm,1,-15.0
Utah,Juab,parks,0,
Utah,Juab,transit,0,-13.0
Utah,Juab,work,0,-23.0
Utah,Juab,home,0,
Utah,Kane,retail_rec,0,-25.0
Utah,Kane,groc_pharm,0,-6.0
Utah,Kane,parks,0,21.0
Utah,Kane,transit,0,
Utah,Kane,work,0,-33.0
Utah,Kane,home,0,
Utah,Millard,retail_rec,0,-23.0
Utah,Millard,groc_pharm,0,72.0
Utah,Millard,parks,0,
Utah,Millard,transit,0,
Utah,Millard,work,0,-14.0
Utah,Millard,home,0,
Utah,Morgan,retail_rec,0,-31.0
Utah,Morgan,groc_pharm,0,-13.0
Utah,Morgan,parks,0,
Utah,Morgan,transit,0,
Utah,Morgan,work,0,-42.0
Utah,Morgan,home,0,
Utah,Salt Lake,retail_rec,1,-46.0
Utah,Salt Lake,groc_pharm,1,-16.0
Utah,Salt Lake,parks,1,16.0
Utah,Salt Lake,transit,1,-62.0
Utah,Salt Lake,work,1,-38.0
Utah,Salt Lake,home,1,11.0
Utah,San Juan,retail_rec,0,-21.0
Utah,San Juan,groc_pharm,0,60.0
Utah,San Juan,parks,0,-7.0
Utah,San Juan,transit,0,
Utah,San Juan,work,0,-33.0
Utah,San Juan,home,0,
Utah,Sanpete,retail_rec,1,-4.0
Utah,Sanpete,groc_pharm,1,0.0
Utah,Sanpete,parks,0,
Utah,Sanpete,transit,0,
Utah,Sanpete,work,1,-36.0
Utah,Sanpete,home,0,
Utah,Sevier,retail_rec,1,-19.0
Utah,Sevier,groc_pharm,0,2.0
Utah,Sevier,parks,0,
Utah,Sevier,transit,1,-9.0
Utah,Sevier,work,1,-25.0
Utah,Sevier,home,0,
Utah,Summit,retail_rec,1,-84.0
Utah,Summit,groc_pharm,1,-65.0
Utah,Summit,parks,1,-47.0
Utah,Summit,transit,1,-59.0
Utah,Summit,work,1,-76.0
Utah,Summit,home,0,6.0
Utah,Tooele,retail_rec,1,-22.0
Utah,Tooele,groc_pharm,1,-11.0
Utah,Tooele,parks,0,
Utah,Tooele,transit,1,-18.0
Utah,Tooele,work,1,-30.0
Utah,Tooele,home,1,11.0
Utah,Uintah,retail_rec,1,-18.0
Utah,Uintah,groc_pharm,1,-4.0
Utah,Uintah,parks,0,-20.0
Utah,Uintah,transit,0,
Utah,Uintah,work,1,-37.0
Utah,Uintah,home,0,5.0
Utah,Utah,retail_rec,1,-36.0
Utah,Utah,groc_pharm,1,-11.0
Utah,Utah,parks,1,54.0
Utah,Utah,transit,1,13.0
Utah,Utah,work,1,-50.0
Utah,Utah,home,1,11.0
Utah,Wasatch,retail_rec,1,-48.0
Utah,Wasatch,groc_pharm,1,-30.0
Utah,Wasatch,parks,0,-6.0
Utah,Wasatch,transit,0,
Utah,Wasatch,work,1,-60.0
Utah,Wasatch,home,0,4.0
Utah,Washington,retail_rec,1,-38.0
Utah,Washington,groc_pharm,1,-10.0
Utah,Washington,parks,1,-2.0
Utah,Washington,transit,1,-22.0
Utah,Washington,work,1,-39.0
Utah,Washington,home,1,9.0
Utah,Weber,retail_rec,1,-32.0
Utah,Weber,groc_pharm,1,-17.0
Utah,Weber,parks,1,76.0
Utah,Weber,transit,1,-8.0
Utah,Weber,work,1,-31.0
Utah,Weber,home,1,8.0
Vermont,Addison,retail_rec,1,-55.0
Vermont,Addison,groc_pharm,1,-38.0
Vermont,Addison,parks,0,
Vermont,Addison,transit,0,
Vermont,Addison,work,1,-35.0
Vermont,Addison,home,0,6.0
Vermont,Bennington,retail_rec,1,-62.0
Vermont,Bennington,groc_pharm,1,-29.0
Vermont,Bennington,parks,0,-23.0
Vermont,Bennington,transit,0,
Vermont,Bennington,work,1,-40.0
Vermont,Bennington,home,0,8.0
Vermont,Caledonia,retail_rec,1,-67.0
Vermont,Caledonia,groc_pharm,1,-44.0
Vermont,Caledonia,parks,0,
Vermont,Caledonia,transit,0,
Vermont,Caledonia,work,1,-30.0
Vermont,Caledonia,home,0,2.0
Vermont,Chittenden,retail_rec,1,-61.0
Vermont,Chittenden,groc_pharm,1,-53.0
Vermont,Chittenden,parks,1,-50.0
Vermont,Chittenden,transit,1,-57.0
Vermont,Chittenden,work,1,-46.0
Vermont,Chittenden,home,1,14.0
Vermont,Essex,retail_rec,0,
Vermont,Essex,groc_pharm,0,
Vermont,Essex,parks,0,
Vermont,Essex,transit,0,
Vermont,Essex,work,0,-37.0
Vermont,Essex,home,0,
Vermont,Franklin,retail_rec,1,-52.0
Vermont,Franklin,groc_pharm,1,-27.0
Vermont,Franklin,parks,0,
Vermont,Franklin,transit,0,
Vermont,Franklin,work,1,-28.0
Vermont,Franklin,home,0,22.0
Vermont,Grand Isle,retail_rec,0,
Vermont,Grand Isle,groc_pharm,0,
Vermont,Grand Isle,parks,0,
Vermont,Grand Isle,transit,0,-60.0
Vermont,Grand Isle,work,0,-49.0
Vermont,Grand Isle,home,0,
Vermont,Lamoille,retail_rec,1,-79.0
Vermont,Lamoille,groc_pharm,1,-45.0
Vermont,Lamoille,parks,0,
Vermont,Lamoille,transit,0,-40.0
Vermont,Lamoille,work,1,-58.0
Vermont,Lamoille,home,0,
Vermont,Orange,retail_rec,1,-73.0
Vermont,Orange,groc_pharm,1,-33.0
Vermont,Orange,parks,0,
Vermont,Orange,transit,0,-66.0
Vermont,Orange,work,1,-31.0
Vermont,Orange,home,0,1.0
Vermont,Orleans,retail_rec,1,-52.0
Vermont,Orleans,groc_pharm,1,-31.0
Vermont,Orleans,parks,0,-46.0
Vermont,Orleans,transit,0,
Vermont,Orleans,work,1,-32.0
Vermont,Orleans,home,0,0.0
Vermont,Rutland,retail_rec,1,-59.0
Vermont,Rutland,groc_pharm,1,-33.0
Vermont,Rutland,parks,0,
Vermont,Rutland,transit,1,-77.0
Vermont,Rutland,work,1,-47.0
Vermont,Rutland,home,0,21.0
Vermont,Washington,retail_rec,1,-65.0
Vermont,Washington,groc_pharm,1,-45.0
Vermont,Washington,parks,0,
Vermont,Washington,transit,0,
Vermont,Washington,work,1,-41.0
Vermont,Washington,home,0,23.0
Vermont,Windham,retail_rec,1,-76.0
Vermont,Windham,groc_pharm,1,-43.0
Vermont,Windham,parks,0,-38.0
Vermont,Windham,transit,0,
Vermont,Windham,work,1,-47.0
Vermont,Windham,home,0,15.0
Vermont,Windsor,retail_rec,1,-67.0
Vermont,Windsor,groc_pharm,1,-50.0
Vermont,Windsor,parks,0,-63.0
Vermont,Windsor,transit,0,-60.0
Vermont,Windsor,work,1,-49.0
Vermont,Windsor,home,0,22.0
Virginia,Accomack,retail_rec,1,-30.0
Virginia,Accomack,groc_pharm,1,-18.0
Virginia,Accomack,parks,0,
Virginia,Accomack,transit,0,
Virginia,Accomack,work,1,-26.0
Virginia,Accomack,home,0,13.0
Virginia,Albemarle,retail_rec,1,-50.0
Virginia,Albemarle,groc_pharm,1,-30.0
Virginia,Albemarle,parks,0,36.0
Virginia,Albemarle,transit,1,-55.0
Virginia,Albemarle,work,1,-47.0
Virginia,Albemarle,home,0,23.0
Virginia,Alexandria,retail_rec,1,-54.0
Virginia,Alexandria,groc_pharm,1,-22.0
Virginia,Alexandria,parks,1,49.0
Virginia,Alexandria,transit,1,-58.0
Virginia,Alexandria,work,1,-44.0
Virginia,Alexandria,home,1,16.0
Virginia,Alleghany,retail_rec,1,-32.0
Virginia,Alleghany,groc_pharm,0,
Virginia,Alleghany,parks,0,
Virginia,Alleghany,transit,1,-12.0
Virginia,Alleghany,work,1,-23.0
Virginia,Alleghany,home,0,
Virginia,Amelia,retail_rec,1,-31.0
Virginia,Amelia,groc_pharm,1,-18.0
Virginia,Amelia,parks,0,
Virginia,Amelia,transit,0,
Virginia,Amelia,work,0,-35.0
Virginia,Amelia,home,0,
Virginia,Amherst,retail_rec,1,-9.0
Virginia,Amherst,groc_pharm,1,-7.0
Virginia,Amherst,parks,0,
Virginia,Amherst,transit,0,
Virginia,Amherst,work,1,-23.0
Virginia,Amherst,home,0,8.0
Virginia,Appomattox,retail_rec,1,-20.0
Virginia,Appomattox,groc_pharm,0,2.0
Virginia,Appomattox,parks,0,
Virginia,Appomattox,transit,0,
Virginia,Appomattox,work,0,-30.0
Virginia,Appomattox,home,0,
Virginia,Arlington,retail_rec,1,-62.0
Virginia,Arlington,groc_pharm,1,-32.0
Virginia,Arlington,parks,1,8.0
Virginia,Arlington,transit,1,-82.0
Virginia,Arlington,work,1,-50.0
Virginia,Arlington,home,1,16.0
Virginia,Augusta,retail_rec,1,-39.0
Virginia,Augusta,groc_pharm,1,-16.0
Virginia,Augusta,parks,0,-22.0
Virginia,Augusta,transit,1,52.0
Virginia,Augusta,work,1,-22.0
Virginia,Augusta,home,1,8.0
Virginia,Bath,retail_rec,0,
Virginia,Bath,groc_pharm,0,
Virginia,Bath,parks,0,-70.0
Virginia,Bath,transit,0,
Virginia,Bath,work,0,
Virginia,Bath,home,0,
Virginia,Bedford,retail_rec,1,-27.0
Virginia,Bedford,groc_pharm,1,-8.0
Virginia,Bedford,parks,0,
Virginia,Bedford,transit,0,
Virginia,Bedford,work,1,-34.0
Virginia,Bedford,home,0,14.0
Virginia,Bland,retail_rec,0,
Virginia,Bland,groc_pharm,0,
Virginia,Bland,parks,0,
Virginia,Bland,transit,1,-19.0
Virginia,Bland,work,0,-32.0
Virginia,Bland,home,0,
Virginia,Botetourt,retail_rec,1,-59.0
Virginia,Botetourt,groc_pharm,1,-11.0
Virginia,Botetourt,parks,0,
Virginia,Botetourt,transit,1,-20.0
Virginia,Botetourt,work,1,-44.0
Virginia,Botetourt,home,0,14.0
Virginia,Bristol,retail_rec,1,-20.0
Virginia,Bristol,groc_pharm,1,-12.0
Virginia,Bristol,parks,0,
Virginia,Bristol,transit,0,
Virginia,Bristol,work,1,-32.0
Virginia,Bristol,home,0,
Virginia,Brunswick,retail_rec,1,-37.0
Virginia,Brunswick,groc_pharm,0,
Virginia,Brunswick,parks,0,
Virginia,Brunswick,transit,1,-50.0
Virginia,Brunswick,work,0,-11.0
Virginia,Brunswick,home,0,
Virginia,Buchanan,retail_rec,1,-18.0
Virginia,Buchanan,groc_pharm,0,6.0
Virginia,Buchanan,parks,0,
Virginia,Buchanan,transit,0,
Virginia,Buchanan,work,0,-29.0
Virginia,Buchanan,home,0,
Virginia,Buckingham,retail_rec,0,-7.0
Virginia,Buckingham,groc_pharm,1,-3.0
Virginia,Buckingham,parks,0,
Virginia,Buckingham,transit,0,
Virginia,Buckingham,work,0,-22.0
Virginia,Buckingham,home,0,
Virginia,Buena Vista,retail_rec,0,-31.0
Virginia,Buena Vista,groc_pharm,0,-14.0
Virginia,Buena Vista,parks,0,
Virginia,Buena Vista,transit,0,
Virginia,Buena Vista,work,0,-38.0
Virginia,Buena Vista,home,0,
Virginia,Campbell,retail_rec,1,-26.0
Virginia,Campbell,groc_pharm,1,-13.0
Virginia,Campbell,parks,0,
Virginia,Campbell,transit,0,
Virginia,Campbell,work,1,-33.0
Virginia,Campbell,home,0,13.0
Virginia,Caroline,retail_rec,1,-42.0
Virginia,Caroline,groc_pharm,1,-20.0
Virginia,Caroline,parks,0,-70.0
Virginia,Caroline,transit,1,-37.0
Virginia,Caroline,work,1,-26.0
Virginia,Caroline,home,0,17.0
Virginia,Carroll,retail_rec,1,-15.0
Virginia,Carroll,groc_pharm,1,12.0
Virginia,Carroll,parks,0,
Virginia,Carroll,transit,1,-16.0
Virginia,Carroll,work,1,-19.0
Virginia,Carroll,home,0,4.0
Virginia,Charles City,retail_rec,0,
Virginia,Charles City,groc_pharm,0,
Virginia,Charles City,parks,0,
Virginia,Charles City,transit,0,
Virginia,Charles City,work,0,-34.0
Virginia,Charles City,home,0,
Virginia,Charlotte,retail_rec,0,-20.0
Virginia,Charlotte,groc_pharm,1,20.0
Virginia,Charlotte,parks,0,
Virginia,Charlotte,transit,0,
Virginia,Charlotte,work,0,-28.0
Virginia,Charlotte,home,0,
Virginia,Charlottesville,retail_rec,1,-68.0
Virginia,Charlottesville,groc_pharm,1,-30.0
Virginia,Charlottesville,parks,1,-39.0
Virginia,Charlottesville,transit,0,-58.0
Virginia,Charlottesville,work,1,-49.0
Virginia,Charlottesville,home,0,15.0
Virginia,Chesapeake,retail_rec,1,-35.0
Virginia,Chesapeake,groc_pharm,1,-18.0
Virginia,Chesapeake,parks,1,35.0
Virginia,Chesapeake,transit,1,-18.0
Virginia,Chesapeake,work,1,-36.0
Virginia,Chesapeake,home,1,9.0
Virginia,Chesterfield,retail_rec,1,-40.0
Virginia,Chesterfield,groc_pharm,1,-21.0
Virginia,Chesterfield,parks,1,27.0
Virginia,Chesterfield,transit,1,-19.0
Virginia,Chesterfield,work,1,-39.0
Virginia,Chesterfield,home,1,10.0
Virginia,Clarke,retail_rec,0,-43.0
Virginia,Clarke,groc_pharm,1,-19.0
Virginia,Clarke,parks,0,
Virginia,Clarke,transit,0,
Virginia,Clarke,work,0,-36.0
Virginia,Clarke,home,0,
Virginia,Colonial Heights,retail_rec,1,-46.0
Virginia,Colonial Heights,groc_pharm,1,-26.0
Virginia,Colonial Heights,parks,0,
Virginia,Colonial Heights,transit,0,
Virginia,Colonial Heights,work,1,-34.0
Virginia,Colonial Heights,home,0,
Virginia,Covington,retail_rec,1,-27.0
Virginia,Covington,groc_pharm,0,-9.0
Virginia,Covington,parks,0,
Virginia,Covington,transit,0,
Virginia,Covington,work,0,-26.0
Virginia,Covington,home,0,
Virginia,Craig,retail_rec,0,
Virginia,Craig,groc_pharm,0,
Virginia,Craig,parks,0,
Virginia,Craig,transit,0,
Virginia,Craig,work,0,-24.0
Virginia,Craig,home,0,
Virginia,Culpeper,retail_rec,1,-33.0
Virginia,Culpeper,groc_pharm,1,-12.0
Virginia,Culpeper,parks,0,
Virginia,Culpeper,transit,0,
Virginia,Culpeper,work,1,-28.0
Virginia,Culpeper,home,0,16.0
Virginia,Cumberland,retail_rec,0,-62.0
Virginia,Cumberland,groc_pharm,0,-24.0
Virginia,Cumberland,parks,0,
Virginia,Cumberland,transit,0,
Virginia,Cumberland,work,0,-28.0
Virginia,Cumberland,home,0,
Virginia,Danville,retail_rec,1,-35.0
Virginia,Danville,groc_pharm,1,-9.0
Virginia,Danville,parks,0,
Virginia,Danville,transit,0,-14.0
Virginia,Danville,work,1,-35.0
Virginia,Danville,home,0,11.0
Virginia,Dickenson,retail_rec,0,-14.0
Virginia,Dickenson,groc_pharm,0,-11.0
Virginia,Dickenson,parks,0,
Virginia,Dickenson,transit,0,
Virginia,Dickenson,work,0,-29.0
Virginia,Dickenson,home,0,
Virginia,Dinwiddie,retail_rec,1,35.0
Virginia,Dinwiddie,groc_pharm,1,-29.0
Virginia,Dinwiddie,parks,0,
Virginia,Dinwiddie,transit,0,
Virginia,Dinwiddie,work,1,-24.0
Virginia,Dinwiddie,home,0,14.0
Virginia,Emporia,retail_rec,1,-41.0
Virginia,Emporia,groc_pharm,1,-6.0
Virginia,Emporia,parks,0,
Virginia,Emporia,transit,0,-20.0
Virginia,Emporia,work,0,-16.0
Virginia,Emporia,home,0,
Virginia,Essex,retail_rec,1,-18.0
Virginia,Essex,groc_pharm,1,10.0
Virginia,Essex,parks,0,
Virginia,Essex,transit,0,
Virginia,Essex,work,0,-28.0
Virginia,Essex,home,0,
Virginia,Fairfax,retail_rec,1,-65.0
Virginia,Fairfax,groc_pharm,1,-40.0
Virginia,Fairfax,parks,0,-26.0
Virginia,Fairfax,transit,0,
Virginia,Fairfax,work,1,-51.0
Virginia,Fairfax,home,0,3.0
Virginia,Fairfax,retail_rec,1,-49.0
Virginia,Fairfax,groc_pharm,1,-24.0
Virginia,Fairfax,parks,1,15.0
Virginia,Fairfax,transit,1,-46.0
Virginia,Fairfax,work,1,-46.0
Virginia,Fairfax,home,1,15.0
Virginia,Falls Church,retail_rec,1,-70.0
Virginia,Falls Church,groc_pharm,1,-39.0
Virginia,Falls Church,parks,0,
Virginia,Falls Church,transit,0,
Virginia,Falls Church,work,0,-74.0
Virginia,Falls Church,home,0,
Virginia,Fauquier,retail_rec,1,-29.0
Virginia,Fauquier,groc_pharm,1,-34.0
Virginia,Fauquier,parks,0,
Virginia,Fauquier,transit,0,
Virginia,Fauquier,work,1,-32.0
Virginia,Fauquier,home,0,20.0
Virginia,Floyd,retail_rec,0,-32.0
Virginia,Floyd,groc_pharm,1,9.0
Virginia,Floyd,parks,0,
Virginia,Floyd,transit,0,
Virginia,Floyd,work,0,-29.0
Virginia,Floyd,home,0,
Virginia,Fluvanna,retail_rec,0,-79.0
Virginia,Fluvanna,groc_pharm,1,-31.0
Virginia,Fluvanna,parks,0,
Virginia,Fluvanna,transit,0,
Virginia,Fluvanna,work,1,-34.0
Virginia,Fluvanna,home,0,-1.0
Virginia,Franklin,retail_rec,1,-11.0
Virginia,Franklin,groc_pharm,1,22.0
Virginia,Franklin,parks,0,
Virginia,Franklin,transit,0,-14.0
Virginia,Franklin,work,0,-25.0
Virginia,Franklin,home,0,
Virginia,Franklin,retail_rec,1,-16.0
Virginia,Franklin,groc_pharm,1,-7.0
Virginia,Franklin,parks,0,
Virginia,Franklin,transit,0,
Virginia,Franklin,work,1,-28.0
Virginia,Franklin,home,0,13.0
Virginia,Frederick,retail_rec,1,-37.0
Virginia,Frederick,groc_pharm,1,-26.0
Virginia,Frederick,parks,0,-7.0
Virginia,Frederick,transit,1,-33.0
Virginia,Frederick,work,1,-29.0
Virginia,Frederick,home,1,13.0
Virginia,Fredericksburg,retail_rec,1,-51.0
Virginia,Fredericksburg,groc_pharm,1,-29.0
Virginia,Fredericksburg,parks,0,10.0
Virginia,Fredericksburg,transit,0,-67.0
Virginia,Fredericksburg,work,1,-39.0
Virginia,Fredericksburg,home,0,0.0
Virginia,Galax,retail_rec,1,-26.0
Virginia,Galax,groc_pharm,1,15.0
Virginia,Galax,parks,0,
Virginia,Galax,transit,0,
Virginia,Galax,work,0,-32.0
Virginia,Galax,home,0,
Virginia,Giles,retail_rec,1,-19.0
Virginia,Giles,groc_pharm,1,0.0
Virginia,Giles,parks,0,
Virginia,Giles,transit,0,
Virginia,Giles,work,0,-16.0
Virginia,Giles,home,0,
Virginia,Gloucester,retail_rec,1,-27.0
Virginia,Gloucester,groc_pharm,1,12.0
Virginia,Gloucester,parks,0,
Virginia,Gloucester,transit,0,
Virginia,Gloucester,work,1,-26.0
Virginia,Gloucester,home,0,15.0
Virginia,Goochland,retail_rec,1,-43.0
Virginia,Goochland,groc_pharm,1,-22.0
Virginia,Goochland,parks,0,
Virginia,Goochland,transit,0,
Virginia,Goochland,work,0,-38.0
Virginia,Goochland,home,0,
Virginia,Grayson,retail_rec,0,
Virginia,Grayson,groc_pharm,0,
Virginia,Grayson,parks,0,
Virginia,Grayson,transit,0,
Virginia,Grayson,work,0,-18.0
Virginia,Grayson,home,0,
Virginia,Greene,retail_rec,1,-18.0
Virginia,Greene,groc_pharm,1,-15.0
Virginia,Greene,parks,0,
Virginia,Greene,transit,0,
Virginia,Greene,work,1,-33.0
Virginia,Greene,home,0,
Virginia,Greensville,retail_rec,0,
Virginia,Greensville,groc_pharm,0,
Virginia,Greensville,parks,0,
Virginia,Greensville,transit,1,-24.0
Virginia,Greensville,work,0,-18.0
Virginia,Greensville,home,0,
Virginia,Halifax,retail_rec,1,-24.0
Virginia,Halifax,groc_pharm,1,-11.0
Virginia,Halifax,parks,0,
Virginia,Halifax,transit,0,
Virginia,Halifax,work,1,-28.0
Virginia,Halifax,home,0,12.0
Virginia,Hampton,retail_rec,1,-34.0
Virginia,Hampton,groc_pharm,1,-6.0
Virginia,Hampton,parks,1,117.0
Virginia,Hampton,transit,1,-8.0
Virginia,Hampton,work,1,-32.0
Virginia,Hampton,home,1,10.0
Virginia,Hanover,retail_rec,1,-37.0
Virginia,Hanover,groc_pharm,1,-23.0
Virginia,Hanover,parks,0,
Virginia,Hanover,transit,1,-25.0
Virginia,Hanover,work,1,-38.0
Virginia,Hanover,home,1,20.0
Virginia,Harrisonburg,retail_rec,1,-51.0
Virginia,Harrisonburg,groc_pharm,1,-20.0
Virginia,Harrisonburg,parks,0,
Virginia,Harrisonburg,transit,0,-24.0
Virginia,Harrisonburg,work,1,-36.0
Virginia,Harrisonburg,home,0,16.0
Virginia,Henrico,retail_rec,1,-42.0
Virginia,Henrico,groc_pharm,1,-22.0
Virginia,Henrico,parks,1,28.0
Virginia,Henrico,transit,1,-71.0
Virginia,Henrico,work,1,-36.0
Virginia,Henrico,home,1,11.0
Virginia,Henry,retail_rec,1,-17.0
Virginia,Henry,groc_pharm,1,-9.0
Virginia,Henry,parks,0,
Virginia,Henry,transit,0,
Virginia,Henry,work,1,-28.0
Virginia,Henry,home,0,11.0
Virginia,Hopewell,retail_rec,1,-31.0
Virginia,Hopewell,groc_pharm,1,-4.0
Virginia,Hopewell,parks,0,
Virginia,Hopewell,transit,0,
Virginia,Hopewell,work,1,-29.0
Virginia,Hopewell,home,0,11.0
Virginia,James City,retail_rec,1,-59.0
Virginia,James City,groc_pharm,1,-2.0
Virginia,James City,parks,0,-2.0
Virginia,James City,transit,0,
Virginia,James City,work,1,-47.0
Virginia,James City,home,0,19.0
Virginia,King George,retail_rec,1,-31.0
Virginia,King George,groc_pharm,1,-37.0
Virginia,King George,parks,0,
Virginia,King George,transit,0,-28.0
Virginia,King George,work,1,-31.0
Virginia,King George,home,0,0.0
Virginia,King William,retail_rec,1,-13.0
Virginia,King William,groc_pharm,1,-7.0
Virginia,King William,parks,0,
Virginia,King William,transit,0,
Virginia,King William,work,0,-20.0
Virginia,King William,home,0,
Virginia,Lancaster,retail_rec,1,-9.0
Virginia,Lancaster,groc_pharm,1,-2.0
Virginia,Lancaster,parks,0,
Virginia,Lancaster,transit,0,
Virginia,Lancaster,work,0,-25.0
Virginia,Lancaster,home,0,
Virginia,Lee,retail_rec,1,-18.0
Virginia,Lee,groc_pharm,1,10.0
Virginia,Lee,parks,0,
Virginia,Lee,transit,0,
Virginia,Lee,work,1,-13.0
Virginia,Lee,home,0,
Virginia,Lexington,retail_rec,1,-61.0
Virginia,Lexington,groc_pharm,1,-14.0
Virginia,Lexington,parks,0,
Virginia,Lexington,transit,0,
Virginia,Lexington,work,0,
Virginia,Lexington,home,0,
Virginia,Loudoun,retail_rec,1,-50.0
Virginia,Loudoun,groc_pharm,1,-24.0
Virginia,Loudoun,parks,1,-11.0
Virginia,Loudoun,transit,1,-80.0
Virginia,Loudoun,work,1,-44.0
Virginia,Loudoun,home,1,15.0
Virginia,Louisa,retail_rec,1,-22.0
Virginia,Louisa,groc_pharm,1,-13.0
Virginia,Louisa,parks,0,
Virginia,Louisa,transit,0,
Virginia,Louisa,work,1,-32.0
Virginia,Louisa,home,0,17.0
Virginia,Lunenburg,retail_rec,0,
Virginia,Lunenburg,groc_pharm,0,-2.0
Virginia,Lunenburg,parks,0,
Virginia,Lunenburg,transit,0,
Virginia,Lunenburg,work,0,-29.0
Virginia,Lunenburg,home,0,
Virginia,Lynchburg,retail_rec,1,-45.0
Virginia,Lynchburg,groc_pharm,1,-18.0
Virginia,Lynchburg,parks,0,
Virginia,Lynchburg,transit,0,-9.0
Virginia,Lynchburg,work,1,-35.0
Virginia,Lynchburg,home,1,9.0
Virginia,Madison,retail_rec,0,-53.0
Virginia,Madison,groc_pharm,1,-34.0
Virginia,Madison,parks,0,
Virginia,Madison,transit,0,
Virginia,Madison,work,0,-36.0
Virginia,Madison,home,0,
Virginia,Manassas,retail_rec,1,-35.0
Virginia,Manassas,groc_pharm,1,-16.0
Virginia,Manassas,parks,0,
Virginia,Manassas,transit,0,-41.0
Virginia,Manassas,work,1,-34.0
Virginia,Manassas,home,0,19.0
Virginia,Manassas Park,retail_rec,0,-49.0
Virginia,Manassas Park,groc_pharm,1,-6.0
Virginia,Manassas Park,parks,0,
Virginia,Manassas Park,transit,0,
Virginia,Manassas Park,work,1,-33.0
Virginia,Manassas Park,home,0,
Virginia,Martinsville,retail_rec,1,-36.0
Virginia,Martinsville,groc_pharm,1,1.0
Virginia,Martinsville,parks,0,
Virginia,Martinsville,transit,0,
Virginia,Martinsville,work,0,-35.0
Virginia,Martinsville,home,0,
Virginia,Mathews,retail_rec,0,-64.0
Virginia,Mathews,groc_pharm,0,-2.0
Virginia,Mathews,parks,0,
Virginia,Mathews,transit,0,
Virginia,Mathews,work,0,-33.0
Virginia,Mathews,home,0,
Virginia,Mecklenburg,retail_rec,1,-23.0
Virginia,Mecklenburg,groc_pharm,1,1.0
Virginia,Mecklenburg,parks,0,2.0
Virginia,Mecklenburg,transit,1,-26.0
Virginia,Mecklenburg,work,1,-16.0
Virginia,Mecklenburg,home,0,5.0
Virginia,Middlesex,retail_rec,0,-44.0
Virginia,Middlesex,groc_pharm,1,12.0
Virginia,Middlesex,parks,0,
Virginia,Middlesex,transit,0,
Virginia,Middlesex,work,0,-31.0
Virginia,Middlesex,home,0,
Virginia,Montgomery,retail_rec,1,-53.0
Virginia,Montgomery,groc_pharm,1,-18.0
Virginia,Montgomery,parks,0,
Virginia,Montgomery,transit,1,-26.0
Virginia,Montgomery,work,1,-35.0
Virginia,Montgomery,home,1,9.0
Virginia,Nelson,retail_rec,1,-42.0
Virginia,Nelson,groc_pharm,1,1.0
Virginia,Nelson,parks,0,
Virginia,Nelson,transit,0,
Virginia,Nelson,work,0,-38.0
Virginia,Nelson,home,0,
